Enlace;ID;Sitio;ultima IP;IP;Mask;
CENTRO COMERCIAL EL FARO > Vista Mar;390431;CENTRO COMERCIAL EL FARO;172.17.0.162;172.17.0.161;255.255.255.252;
;390403;Vistamar;172.17.1.62;172.17.1.37;255.255.255.224;
COMACARAN > Uluazapa;390620;COMACARAN;172.17.52.210;172.17.52.209;255.255.255.252;
;#N/D;Uluazuapa;172.17.54.22;172.17.54.18;255.255.255.248;
EL AMATILLO > Pasaquina;391422;EL AMATILLO;172.17.36.110;172.17.36.109;255.255.255.252;
;391404;Pasaquina;172.17.37.30;172.17.37.20;255.255.255.240;
FRONTERA SAN CRISTOBAL > Cerro La Cruz;390725;FRONTERA SAN CRISTOBAL;172.17.4.78;172.17.4.77;255.255.255.252;
;390726;Cerro La Cruz;172.17.5.118;172.17.5.114;255.255.255.248;
San Juan àpico > Arenera;#N/D;San Juan àpico;172.17.1.94;172.17.1.89;255.255.255.248;
San Juan àpico > Arenera;390408;Arenera;172.16.1.254;172.16.1.30;255.255.255.0;
SAN ALEJO > Pasaquina;391421;SAN ALEJO;172.17.36.114;172.17.36.113;255.255.255.252;
;391404;Pasaquina;172.17.37.30;172.17.37.21;255.255.255.240;
SAN ANTONIO MASAHUAT > Aeropuerto;390217;SAN ANTONIO MASAHUAT;172.17.0.166;172.17.0.165;255.255.255.252;
;390204;Aeropuerto;172.16.1.254;172.16.1.31;255.255.255.0;
SAN LUIS DEL CARMEN > Suchitoto;391014;SAN LUIS DEL CARMEN;172.17.16.202;172.17.16.201;255.255.255.252;
;390301;Suchitoto;172.17.18.158;172.17.18.154;255.255.255.248;
SAN MATIAS > San Juan àpico;390417;SAN MATIAS;172.17.0.170;172.17.0.169;255.255.255.252;
;#N/D;San Juan àpico;172.17.1.94;172.17.1.90;255.255.255.248;
SANTA CATARINA MASAHUAT > Sonsonate 1;390839;SANTA CATARINA MASAHUAT;172.17.8.78;172.17.8.77;255.255.255.252;
;#N/D;Sonsonate 1;172.16.3.254;172.16.3.16;255.255.255.0;
BOLIVAR > Torrecillas;391417;BOLIVAR;172.17.52.214;172.17.52.213;255.255.255.252;
;#N/D;Torrecillas;172.17.53.30;172.17.53.11;255.255.255.224;
NUEVO EDEN DE SAN JUAN > San Luis de la Reina;#N/D;NUEVO EDEN DE SAN JUAN ;172.17.52.218;172.17.52.217;255.255.255.252;
;#N/D; San Luis de la Reina;172.17.53.250;172.17.53.250;255.255.255.240;
SAN JOSE GUAYABAL > Tonacatepeque;390311;SAN JOSE GUAYABAL;172.17.24.18;172.17.24.17;255.255.255.252;
;391571;Tonacatepeque;172.17.25.14;172.17.25.2;255.255.255.240;
SAN JOSE LAS FLORES (SS) > Tonacatepeque;#N/D;SAN JOSE LAS FLORES (SS);172.17.24.22;172.17.24.21;255.255.255.252;
;391571;Tonacatepeque;172.17.25.14;172.17.25.3;255.255.255.240;
Juacuar n 2 > El Tr nsito;#N/D;Juacuar n 2;172.17.36.42;172.17.36.41;255.255.255.252;
Mizata > Acajutla;#N/D;El Tr nsito;172.16.10.254;172.16.10.10;255.255.255.0;
El Tr nsito 3 > El Tr nsito;#N/D;El Tr nsito 3;172.17.36.118;172.17.36.117;255.255.255.252;
;#N/D; El Tr nsito;172.16.10.254;172.16.10.19;255.255.255.0;
Anamor¢s > Pasaquina;#N/D;Anamor¢s;172.17.37.46;172.17.37.41;255.255.255.248;
;391404;Pasaquina;172.17.37.30;172.17.37.22;255.255.255.240;
Agua Escondida Yologual  >  Pasaquina;391437;Agua Escondida Yologual;172.17.36.122;172.17.36.121;255.255.255.252;
;391404;Pasaquina;172.17.37.30;172.17.37.23;255.255.255.240;
Gueripe > Concepci¢n de oriente;391443;Gueripe;172.17.36.126;172.17.36.125;255.255.255.252;
;391416;Concepcion de Oriente;172.17.37.54;172.17.37.50;255.255.255.248;
El Sauce > Nueva Eparta Repetidor;391424;El Sauce;172.17.52.222;172.17.52.221;255.255.255.252;
;#N/D;Nueva Esparta Repetidor;172.17.53.222;172.17.53.197;255.255.255.224;
Barra de Santiago > Apaneca;390905;Barra de Santiago;172.17.9.118;172.17.9.113;255.255.255.248;
;#N/D;Apaneca;172.17.9.62;172.17.9.5;255.255.255.192;
Guayapa Abajo (Buena Vista) > Barra de Santiago;#N/D;Guayapa Abajo (Buena Vista);172.17.8.82;172.17.8.81;255.255.255.252;
;390905;Barra de Santiago;172.17.9.118;172.17.9.114;255.255.255.248;
San Pedro Arenales > Usulut n;391245;San Pedro Arenales;172.17.28.94;172.17.28.93;255.255.255.252;
;#N/D;Usulut n;172.16.8.254;172.16.8.22;255.255.255.0;
Huiz£car > El Chulo;#N/D;Huiz£car;172.17.0.174;172.17.0.173;255.255.255.252;
;391551;El Chulo;172.16.1.254;172.16.1.3;255.255.255.0;
Neumol¢gico > El Chulo;#N/D;Neumol¢gico;172.17.0.178;172.17.0.177;255.255.255.252;
;391551;El Chulo;172.16.1.254;172.16.1.32;255.255.255.0;
Santo Tom s > El Chulo;#N/D;Santo Tom s;172.17.0.182;172.17.0.181;255.255.255.252;
;391551;El Chulo;172.16.1.254;172.16.1.33;255.255.255.0;
Tonala > Acajutla;390842;Tonala;172.17.8.86;172.17.8.85;255.255.255.252;
;390803;Acajutla;172.16.3.254;172.16.3.17;255.255.255.0;
Intipuca 2 > El Tamarindo ;391425;Intipuca 2;172.17.36.134;172.17.36.133;255.255.255.252;
;391405;El Tamarindo;172.17.37.94;172.17.37.86;255.255.255.240;
San Jacinto > Mariona;391522;San Jacinto;172.17.1.110;172.17.1.98;255.255.255.240;
;391567;Mariona;172.16.1.254;172.16.1.34;255.255.255.0;
Iglesia Morm¢n > Cytec;#N/D;Iglesia Morm¢n;172.17.20.10;172.17.20.9;255.255.255.252;
;391502;Cytec;172.17.21.14;172.17.21.9;255.255.255.248;
Las Chacas > Cerro Conchagua;#N/D;Las Chacas ;172.17.36.130;172.17.36.129;255.255.255.252;
;391458;Cerro Conchagua;172.16.10.254;172.16.10.20;255.255.255.0;
Ilobasco > Cojutepeque;390501;Ilobasco;172.17.18.174;172.17.18.161;255.255.255.240;
;390302;Cojutepeque;172.16.5.254;172.16.5.20;255.255.255.0;
Cojutepeque 2 > Cojutepeque ;390309;Cojutepeque 2;172.17.16.206;172.17.16.205;255.255.255.252;
;#N/D;Cojutepeque ;172.16.5.254;172.16.5.21;255.255.255.0;
San Sebastian Cerr¢n Grande > Potonico Repetidor;#N/D;San Sebastian Cerr¢n Grande;172.17.16.210;172.17.16.209;255.255.255.252;
;#N/D;Potonico Repetidor;172.17.18.38;172.17.18.35;255.255.255.248;
Ilobasco 2 > Ilobasco;390508;Ilobasco 2;172.17.16.214;172.17.16.213;255.255.255.252;
;390501;Ilobasco;172.17.18.174;172.17.18.162;255.255.255.240;
Ilobasco 3 > Ilobasco ;390509;Ilobasco 3;172.17.16.218;172.17.16.217;255.255.255.252;
;390501;Ilobasco;172.17.18.174;172.17.18.163;255.255.255.240;
Juay£a > Apaneca;#N/D;Juay£a;172.17.9.126;172.17.9.121;255.255.255.248;
Juay£a > Apaneca;#N/D;Apaneca;172.17.9.62;172.17.9.6;255.255.255.192;
Concepci¢n de Ataco  > Apaneca;#N/D;Concepci¢n de Ataco;172.17.8.90;172.17.8.89;255.255.255.252;
Concepci¢n de Ataco  > Apaneca;#N/D;Apaneca;172.17.9.62;172.17.9.7;255.255.255.192;
Desv¡o la majada > Cerro Apaneca;#N/D;Desv¡o la majada;172.17.8.94;172.17.8.93;255.255.255.252;
Desv¡o la majada > Cerro Apaneca;#N/D;Apaneca;172.17.9.62;172.17.9.8;255.255.255.192;
El Canelo > Cerro Apaneca;390833;El Canelo;172.17.8.98;172.17.8.97;255.255.255.252;
El Canelo > Cerro Apaneca;#N/D;Apaneca;172.17.9.62;172.17.9.9;255.255.255.192;
Barra de Santiago 2 > Cerro Apaneca;390927;Barra de Santiago 2;172.17.8.102;172.17.8.101;255.255.255.252;
Barra de Santiago 2 > Cerro Apaneca;#N/D;Apaneca;172.17.9.62;172.17.9.10;255.255.255.192;
San Pedro Puxtla > Cerro Apaneca;390936;San Pedro Puxtla;172.17.8.106;172.17.8.105;255.255.255.252;
San Pedro Puxtla > Cerro Apaneca;#N/D;Apaneca;172.17.9.62;172.17.9.11;255.255.255.192;
Jujutla > Apaneca;390907;Jujutla;172.17.8.110;172.17.8.109;255.255.255.252;
Jujutla > Apaneca;#N/D;Apaneca;172.17.9.62;172.17.9.12;255.255.255.192;
La Hachadura > Garita Palmera;390915;La Hachadura;172.17.8.130;172.17.8.129;255.255.255.252;
La Hachadura > Garita Palmera;390903;Garita Palmera;172.17.9.94;172.17.9.68;255.255.255.224;
Guisnay > Garita Palmera;390937;Guisnay;172.17.8.134;172.17.8.133;255.255.255.252;
Guisnay > Garita Palmera;390903;Garita Palmera;172.17.9.94;172.17.9.69;255.255.255.224;
San Antonio del Monte > Sonsonate  1;390811;San Antonio del Monte;172.17.8.114;172.17.8.113;255.255.255.252;
;#N/D;Sonsonate 1;172.16.3.254;172.16.3.18;255.255.255.0;
San Antonio del Monte 2 > Sonsonate 1;390826;San Antonio del Monte 2;172.17.8.118;172.17.8.117;255.255.255.252;
;#N/D;Sonsonate 1;172.16.3.254;172.16.3.19;255.255.255.0;
Sonzacate > Sonsonate 1;390828;Sonzacate;172.17.8.122;172.17.8.121;255.255.255.252;
;#N/D;Sonsonate 1;172.16.3.254;172.16.3.20;255.255.255.0;
Nahuizalco > Sonsonate 1;390810;Nahuizalco;172.17.8.126;172.17.8.125;255.255.255.252;
;#N/D;Sonsonate 1;172.16.3.254;172.16.3.21;255.255.255.0;
Cerro Apaneca > Sonsonate 1;#N/D;Cerro Apaneca ;172.17.9.62;172.17.9.1;255.255.255.192;
;#N/D;Sonsonate 1;172.16.3.254;172.16.3.22;255.255.255.0;
San Lorenzo Ahuachap n > Atiquizaya;#N/D;San Lorenzo Ahuachap n;172.17.8.154;172.17.8.153;255.255.255.252;
;390906;Atiquizaya;172.16.3.254;172.16.3.27;255.255.255.0;
Ahuachap n 2 > Ahuachap n;#N/D;Ahuachap n 2;172.17.8.138;172.17.8.137;255.255.255.252;
;#N/D;Ahuachap n;172.16.3.254;172.16.3.23;255.255.255.0;
Geotermica Ahuachap n > Ahuachap n;#N/D;Geotermica Ahuachap n;172.17.8.142;172.17.8.141;255.255.255.252;
;#N/D;Ahuachap n;172.16.3.254;172.16.3.24;255.255.255.0;
Ahuachap n 4 > Ahuachap n;#N/D;Ahuachap n 4;172.17.8.146;172.17.8.145;255.255.255.252;
;#N/D;Ahuachap n;172.16.3.254;172.16.3.25;255.255.255.0;
Tacuba > Ahuachap n;#N/D;Tacuba;172.17.8.150;172.17.8.149;255.255.255.252;
;#N/D;Ahuachap n;172.16.3.254;172.16.3.26;255.255.255.0;
El Porvenir > Chalchuapa;390738;El Porvenir;172.17.12.26;172.17.12.25;255.255.255.252;
;390709;Chalchuapa;172.16.4.254;172.16.4.7;255.255.255.0;
El coco > Chalchuapa;390737;El coco;172.17.12.30;172.17.12.29;255.255.255.252;
;390709;Chalchuapa;172.16.4.254;172.16.4.8;255.255.255.0;
San Sebasti n Salitrillo 2 > Chalchuapa;#N/D;San Sebasti n Salitrillo 2;172.17.12.34;172.17.12.33;255.255.255.252;
;390709;Chalchuapa;172.16.4.254;172.16.4.9;255.255.255.0;
San Cristobal > El Faro;390708;San Cristobal;172.17.5.110;172.17.5.105;255.255.255.248;
;390703;El Faro;172.16.2.254;172.16.2.21;255.255.255.0;
Candelaria Frontera 2 > El Faro;#N/D;Candelaria Frontera 2;172.17.4.82;172.17.4.81;255.255.255.252;
;390703;El Faro;172.16.2.254;172.16.2.22;255.255.255.0;
Ciudad Para¡so > El Faro;#N/D;Ciudad Para¡so;172.17.4.86;172.17.4.85;255.255.255.252;
;390703;El Faro;172.16.2.254;172.16.2.23;255.255.255.0;
Santa Ana 5 > San Cristobal;#N/D;Santa Ana 5;172.17.4.90;172.17.4.89;255.255.255.252;
;390708;San Cristobal;172.17.5.110;172.17.5.106;255.255.255.248;
San Cristobal El Porvenir > Candelaria de la Frontera;390739;San Cristobal El Porvenir;172.17.4.94;172.17.4.93;255.255.255.252;
;390707;Candelaria de la Frontera;172.17.5.94;172.17.5.83;255.255.255.240;
Aldea Bola¤os > Candelaria de la Frontera;#N/D;Aldea Bola¤os;172.17.4.98;172.17.4.97;255.255.255.252;
;390707;Candelaria de la Frontera;172.17.5.94;172.17.5.84;255.255.255.240;
San Jos La Majada > Juay£a;#N/D;San Jos La Majada;172.17.8.158;172.17.8.157;255.255.255.252;
;#N/D;Juay£a;172.17.9.126;172.17.9.122;255.255.255.248;
Salida los Naranjos > Santa Ana 1;#N/D;Salida los Naranjos;172.17.12.38;172.17.12.37;255.255.255.252;
;#N/D;Santa Ana 1;172.16.4.254;172.16.4.10;255.255.255.0;
La Ponderosa Santa Ana > Santa Ana 1;#N/D;La Ponderosa Santa Ana ;172.17.12.42;172.17.12.41;255.255.255.252;
;#N/D;Santa Ana 1;172.16.4.254;172.16.4.11;255.255.255.0;
Izalco Norte > Izalco;390825;Izalco Norte;172.17.8.162;172.17.8.161;255.255.255.252;
;390806;Izalco;172.17.9.102;172.17.9.98;255.255.255.248;
Canton Sta Rosa > Ciudad Arce;#N/D;Canton Sta Rosa;172.17.0.190;172.17.0.189;255.255.255.252;
;390409;Ciudad Arce;172.16.1.254;172.16.1.36;255.255.255.0;
Armenia > Arenera;390808;Armenia;172.17.1.118;172.17.1.113;255.255.255.248;
;390408;Arenera;172.16.1.254;172.16.1.37;255.255.255.0;
Nejapa > Quezaltepeque;390407;Nejapa;172.17.0.194;172.17.0.193;255.255.255.252;
;390405;Quezaltepeque;172.16.1.254;172.16.1.38;255.255.255.0;
Boquer¢n 5 > Quezaltepeque;#N/D;Boquer¢n 5;172.17.0.198;172.17.0.197;255.255.255.252;
;390405;Quezaltepeque;172.16.1.254;172.16.1.39;255.255.255.0;
Caballer¡a > Arenera;#N/D;Caballer¡a;172.17.0.202;172.17.0.201;255.255.255.252;
;390408;Arenera;172.16.1.254;172.16.1.40;255.255.255.0;
Coatepeque 2 > Arenera;#N/D;Coatepeque 2;172.17.1.70;172.17.1.65;255.255.255.248;
;390408;Arenera;172.16.1.254;172.16.1.41;255.255.255.0;
Los Pinos > Arenera;390745;Los Pinos;172.17.0.206;172.17.0.205;255.255.255.252;
;390408;Arenera;172.16.1.254;172.16.1.42;255.255.255.0;
Talnique Pueblo > Ateos;390461;Talnique Pueblo;172.17.0.186;172.17.0.185;255.255.255.252;
;390410;Ateos;172.16.1.254;172.16.1.35;255.255.255.0;
San Isidro izalco > Armenia;390831;San Isidro izalco;172.17.0.210;172.17.0.209;255.255.255.252;
;390808;Armenia;172.17.1.118;172.17.1.114;255.255.255.248;
Tepecoyo > Arenera;390452;Tepecoyo;172.17.0.214;172.17.0.213;255.255.255.252;
;#N/D; Arenera;172.16.1.254;172.16.1.44;255.255.255.0;
Costa Azul > Acajutla;390805;Costa Azul;172.17.8.54;172.17.8.53;255.255.255.252;
;390803;Acajutla;172.16.3.254;172.16.3.28;255.255.255.0;
Moropala > Usulut n;390641;Moropala;172.17.28.98;172.17.28.97;255.255.255.252;
;#N/D;Usulut n;172.16.8.254;172.16.8.23;255.255.255.0;
Hacienda Santo Tom s > Aeropuerto;#N/D;Hacienda Santo Tom s;172.17.0.218;172.17.0.217;255.255.255.252;
;390204;Aeropuerto;172.16.1.254;172.16.1.45;255.255.255.0;
TIHUILOCOYO > Aeropuerto;390243;TIHUILOCOYO;172.17.0.222;172.17.0.221;255.255.255.252;
;390204;Aeropuerto;172.16.1.254;172.16.1.46;255.255.255.0;
Cangrejera 2 > Aeropuerto;#N/D;Cangrejera 2 ;172.17.0.226;172.17.0.225;255.255.255.252;
;390204;Aeropuerto;172.16.1.254;172.16.1.47;255.255.255.0;
Costa del sol 1 > Comalapa;#N/D;Costa del sol 1;172.17.1.134;172.17.1.121;255.255.255.240;
;390205;Comalapa;172.16.1.254;172.16.1.48;255.255.255.0;
San Luis Talpa > Comalapa;390241;San Luis Talpa;172.17.0.230;172.17.0.229;255.255.255.252;
;390205;Comalapa;172.16.1.254;172.16.1.49;255.255.255.0;
Amatecampo (La Zunganera) > Comalapa;#N/D;Amatecampo (La Zunganera;172.17.0.234;172.17.0.233;255.255.255.252;
;390205;Comalapa;172.16.1.254;172.16.1.50;255.255.255.0;
Boquer¢n 3 > Los Naranjos;#N/D;Boquer¢n 3;172.17.0.254;172.17.0.253;255.255.255.252;
;391530;Los Naranjos;172.16.1.254;172.16.1.55;255.255.255.0;
Agua Caliente 2 > Trigalito;391037;Agua Caliente 2;172.17.16.222;172.17.16.221;255.255.255.252;
;391047;el Trigalito;172.17.18.150;172.17.18.148;255.255.255.248;
Cital  > Miramundo;391010;Citala;172.17.4.102;172.17.4.101;255.255.255.252;
;391026;Miramundo;172.16.2.254;172.16.2.26;255.255.255.0;
Tilapa > Miramundo ;391036;Tilapa;172.17.4.106;172.17.4.105;255.255.255.252;
;391026;Miramundo;172.16.2.254;172.16.2.27;255.255.255.0;
Miramundo > Cerro Pacho;391026;Miramundo;172.16.2.254;172.16.2.25;255.255.255.0;
;391043;Cerro Pacho;172.16.2.254;172.16.2.24;255.255.255.0;
San Jorge > Usulut n;#N/D;San Jorge ;172.17.28.102;172.17.28.101;255.255.255.252;
;391201;USULUTAN;172.16.8.254;172.16.8.24;255.255.255.0;
Usulut n 2 > Usulutan ;391207;Usulutan ii;172.17.28.106;172.17.28.105;255.255.255.252;
;391201;Usulutan;172.16.8.254;172.16.8.25;255.255.255.0;
Mirex > Sisa;#N/D;Mirex;172.17.0.250;172.17.0.249;255.255.255.252;
;391501;Sisa;172.16.1.254;172.16.1.54;255.255.255.0;
La Hacienda > Zaragoza;390425;La Hacienda;172.17.0.242;172.17.0.241;255.255.255.252;
;390413;Zaragoza;172.16.1.254;172.16.1.52;255.255.255.0;
Comasagua > Zaragoza;390450;Comasagua;172.17.0.246;172.17.0.245;255.255.255.252;
;390413;Zaragoza;172.16.1.254;172.16.1.53;255.255.255.0;
Holcim > Laguna Metap n;#N/D;Holcim;172.17.4.110;172.17.4.109;255.255.255.252;
;#N/D;Laguna de Metap n;172.17.5.70;172.17.5.66;255.255.255.248;
San Diego > Vistamar;390404;San Diego;172.17.2.2;172.17.2.1;255.255.255.252;
;390403;Vistamar;172.17.1.62;172.17.1.38;255.255.255.224;
El Tunco > Vistamar;390429;El Tunco;172.17.2.6;172.17.2.5;255.255.255.252;
;390403;Vistamar;172.17.1.62;172.17.1.39;255.255.255.224;
Puerto de la Libertad > Vistamar;#N/D;Puerto de la Libertad;172.17.2.10;172.17.2.9;255.255.255.252;
;390403;Vistamar;172.17.1.62;172.17.1.40;255.255.255.224;
San Francisco Chinameca > El Chulo 2;390240;San Francisco Chinameca;172.17.2.14;172.17.2.13;255.255.255.252;
;#N/D;El Chulo 2;172.16.1.254;172.16.1.56;255.255.255.0;
Distrito Italia > Apopa;#N/D;Distrito Italia;172.17.2.18;172.17.2.17;255.255.255.252;
;#N/D;Apopa 1;172.16.1.254;172.16.1.57;255.255.255.0;
Carretera de Oro > Apopa;391673;Carretera de Oro;172.17.2.22;172.17.2.21;255.255.255.252;
;391569;Apopa;172.16.1.254;172.16.1.58;255.255.255.0;
Gualache > Santiago de Mar¡a;391227;Gualache;172.17.52.134;172.17.52.133;255.255.255.252;
;#N/D;Santiago de Mar¡a;;;;
El Platanar Chapeltique > El sitio;390637;El Platanar Chapeltique;172.17.52.226;172.17.52.225;255.255.255.252;
;390606;El sitio;172.16.14.254;172.16.14.6;255.255.255.0;
Moncagua 2 >  El sitio;390638;Moncagua 2;172.17.52.230;172.17.52.229;255.255.255.252;
;390606;El sitio;172.16.14.254;172.16.14.7;255.255.255.0;
Quelepa 2 > San Miguel 1;390639;Quelepa 2;172.17.56.14;172.17.56.13;255.255.255.252;
;390601;San Miguel I;172.16.15.254;172.16.15.4;255.255.255.0;
San Miguel 6 > San Miguel 1;390625;San Miguel 6;172.17.56.18;172.17.56.17;255.255.255.252;
;390601;San Miguel I;172.16.15.254;172.16.15.5;255.255.255.0;
Tecomatal > San Miguel 3;390615;Tecomatal;172.17.56.22;172.17.56.21;255.255.255.252;
;390603;San Miguel III;172.16.15.254;172.16.15.6;255.255.255.0;
Aramuaca > San Miguel 3;390635;Aramuaca;172.17.56.26;172.17.56.25;255.255.255.252;
;390603;San Miguel III;172.16.15.254;172.16.15.7;255.255.255.0;
El Capul¡n > El Delirio;390647;EL CAPULIN;172.17.36.46;172.17.36.45;255.255.255.252;
;390610;El Delirio;172.16.10.254;172.16.10.21;255.255.255.0;
Olomega > El Delirio;391449;Olomega;172.17.36.62;172.17.36.61;255.255.255.252;
;390610;El Delirio;172.16.10.254;172.16.10.22;255.255.255.0;
;#N/D;;;;;
;#N/D;;;;;
Costa del sol 3 > Zacatecoluca;390208;COSTA DEL SOL III;172.17.29.30;172.17.29.1;255.255.255.240;
;390201;Zacatecoluca;172.16.8.254;172.16.8.26;255.255.255.0;
La Palma SRO > Zacatecoluca;390237;La Palma SRO;172.17.28.110;172.17.28.109;255.255.255.252;
;390201;Zacatecoluca;172.16.8.254;172.16.8.27;255.255.255.0;
Entre R¡os > Zacatecoluca;390231;ENTRE RIOS;172.17.28.114;172.17.28.113;255.255.255.252;
;390201;ZACATECOLUCA;172.16.8.254;172.16.8.28;255.255.255.0;
SAN CARLOS LEMPA > Zacatecoluca;391122;SAN CARLOS LEMPA;172.17.28.118;172.17.28.117;255.255.255.252;
;390201;ZACATECOLUCA;172.16.8.254;172.16.8.29;255.255.255.0;
Los Lagartos 2  > San Juli n;#N/D;LOS LAGARTOS 2;172.17.8.170;172.17.8.169;255.255.255.252;
;390807;SAN JULIAN;172.16.3.254;172.16.3.32;255.255.255.0;
Costa Real > Costa del sol 1;390236;COSTA REAL;172.17.2.26;172.17.2.25;255.255.255.252;
;390210;COSTA DEL SOL I;172.17.1.134;172.17.1.122;255.255.255.240;
Costa del sol 4 > Costa del sol 1;390220;COSTA DEL SOL 4;172.17.2.30;172.17.2.29;255.255.255.252;
;390210;COSTA DEL SOL I;172.17.1.134;172.17.1.123;255.255.255.240;
San Mart¡n 3 > San Mart¡n;391680;SAN MARTIN 3;172.17.24.2;172.17.24.1;255.255.255.252;
;391554;SAN MARTIN;172.16.7.254;172.16.7.2;255.255.255.0;
Tecoluco > San Mart¡n;390315;TECOLUCO;172.17.24.10;172.17.24.9;255.255.255.252;
;391554;SAN MARTIN;172.16.7.254;172.16.7.5;255.255.255.0;
Oratorio de Concepci¢n 2 > San Mart¡n;390314;ORATORIO DE CONCEPCION 2;172.17.24.26;172.17.24.25;255.255.255.252;
;391554;SAN MARTIN;172.16.7.254;172.16.7.7;255.255.255.0;
Perulap n > San Mart¡n;390316;PERULAPAN;172.17.24.30;172.17.24.29;255.255.255.252;
;391554;SAN MARTIN;172.16.7.254;172.16.7.8;255.255.255.0;
Didea Centro;391544;La Cima 4;172.17.20.18;172.17.20.17;255.255.255.252;
;391537;Didea Centro;172,16.6.35;172,16.6.34;255.255.255.240;
Jucuaran  2;391243;jucuaran 2;172.17.36.41;;;By Rivas
;No encontrado;;;;;

