SITEID;NOMBRE DE SITIO;LATITUDE;LONGITUDE;NIC/NIS;Distribuidora;Llave Requerida;Altura;Columna1;In-Building;Support Type;Porte;Tech;Tipo de Transmision;Nombre para Propietario ;Tipo Ubicaci¢n;Propietario;Direcci¢n;Municipio
391003;CHALATENANGO;14.044928;-88.926598;2236765;CAESS;;30;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;FO/MW;CHALATENANGO;Arrendado;TEM ARRENDADOS;Final Calle Moraz†n, Caser°o La Antena, Barrio El Calvario, Chalatenango.;Chalatenango
391004;TEJUTLA;14.172341;-89.097637;5173611;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61440-A Tejutla;Co-Ubicado;SBA;Barrio San Antonio final tercera calle oriente, Tejutla;Tejutla
391005;DULCE NOMBRE DE MARIA;14.163713;-89.008735;5230053;CAESS;;30;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61441-A Dulce Nombre de Maria;Co-Ubicado;SBA;Barrio San JosÇ, municipio de Dulce nombre de Mar°a, departamento de Chalatenango;Dulce Nombre de Maria
391006;SAN RAFAEL;14.141279;-89.025218;5230070;CAESS;;30;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61442-A San Rafael;Co-Ubicado;SBA;Barrio Concepci¢n, municipio de San Rafael, departamento de Chalatenango;San Rafael
391007;LAS VUELTAS;14.095583;-88.878737;5230148;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;LAS VUELTAS;Arrendado;TEM ARRENDADOS;cant¢n San JosÇ El Amatillo, municipio de Las Vueltas, departamento de Chalatenango;Las Vueltas
391008;SAN FRANSCISCO MORAZAN;14.182244;-89.047471;5235877;CAESS;;41;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;San Francisco Morazan;Arrendado;TEM ARRENDADOS;Suburbios de Sn Fco Morazan, Calle Antigua a San Fernando (finca el tablon);San Franscisco Morazan
391009;COMALAPA (CHALATENANGO);14.144311;-88.953114;5230906;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61444-A Comalapa (Chalatenango);Co-Ubicado;SBA;Barrio Las Delicias, municipio de Comalapa, departamento de Chalatenango;Comalapa
391010;CITALA;14.37744;-89.215981;5234568;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61445-A Citala;Co-Ubicado;SBA;Cant¢n Barrio San Antonio, municipio de Cital†, departamento de Chalatenango;Citala
New Huawei;VALLA MAMA GALLINA;13.480909;-88.184831;;;;24;;OUTDOOR;VALLA;PEQUE•O;UL;FO;VALLA MAMA GALLINA;Co-Ubicado;PUBLIMOVIL;Carretera Panamericana, y Segunda calle poniente, valla publicitaria ex restaurante ?Mama gallina?, Ciudad y Municipio de San Miguel;San Miguel
391011;SANTA RITA;14.128411;-89.003849;5238600;CAESS;;30;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61446-A Santa Rita (ES-0074);Co-Ubicado;SBA;Barrio Santa Rita, Calle 15 de Septiembre, municipio de Santa Rita, departamento de Chalatenango;Santa Rita
New Huawei;SAN MIGUEL 9;13.471705;-88.171381;Pendiente;0;;30;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;ES58645-A SAN MIGUEL 9 (FENADESAL);Co-Ubicado;SBA;B. Concepci¢n. Pje. Yorc° Lazo. No. 11 Bis. San Miguel;San Miguel
391012;SAN FRANCISCO LEMPA;13.971781;-88.991081;5230080;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61447-A San Francisco Lempa;Co-Ubicado;SBA;cant¢n y Caser°o El Chaquite, municipio de San Francisco Lempa, departamento de Chalatenango;San Francisco Lempa
New Huawei;SAN MIGUEL 44;13.479875;-88.172437;Pendiente;0;;30;;OUTDOOR;MONOPOLO;PEQUE•O;UL;FO;ES58280-A SAN MIGUEL 44;Co-Ubicado;SBA;3a Calle Oriente 404-C San Miguel;San Miguel
391013;SAN ANTONIO DE LA CRUZ;14.016501;-88.791056;5238608;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SV-CH-1068 SAN ANTONIO DE LA CRUZ;Co-Ubicado;PHOENIX;Barrio El Calvario y Centro del municipio de San Antonio de La Cruz, Departamento de Chalatenango;San Antonio de la Cruz
391014;SAN LUIS DEL CARMEN;13.965001;-88.967505;5239639;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61448-A San Luis del Carmen;Co-Ubicado;SBA;DEPARTAMENTO DE SONSONATE.;San Luis del Carmen
391015;SAN FERNANDO (CHALATENANGO);14.306321;-89.027734;5238592;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61449-A San Fernando (Chalatenango);Co-Ubicado;SBA;cant¢n Potrerillo o La Celera, municipio de Antiguo San Fernando, departamento de Chalatenango;San Fernando
391016;NOMBRE DE JESUS;14.009715;-88.728029;5230888;CAESS;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61450-A Nombre de Jesus;Co-Ubicado;SBA;Poza del Cajon departamento de chalatenango;Nombre de Jesus
391017;SAN ISIDRO LABRADOR;14.013567;-88.849026;5236352;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;San Isidro Labrador;Arrendado;TEM ARRENDADOS;cant¢n El Moj¢n, municipio de San Isidro Labrador, departamento de Chalatenango;San Isidro Labrador
391018;SAN JOSE LAS FLORES (CH);14.051792;-88.844825;5252631;CAESS;;53;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SAN JOSE LAS FLORES;Arrendado;TEM ARRENDADOS;cant¢n El Calvario, municipio de San JosÇ Las Flores, departamento de Chalatenango;San Jose Las Flores
391019;NUEVA TRINIDAD;14.075366;-88.781446;5243023;CAESS;;72;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61451-A Nueva Trinidad;Co-Ubicado;SBA;Calle a Caser°o El Baj°o, municipio de Nueva Trinidad, departamento de Chalatenango;Nueva Trinidad
391020;SAN JOSE CANCASQUE;13.975661;-88.850874;5243060;CAESS;;72;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61452-A San Jose Cancasque;Co-Ubicado;SBA;Barrio Las Flores, calle Del Portillo del Norte, municipio de San JosÇ Cancasque, departamento de Chalatenango;San Jose Cancasque
391021;SAN ANTONIO LOS RANCHOS;13.997494;-88.880755;5236170;CAESS;;55;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;MW;SAN ANTONIO LOS RANCHOS;Arrendado;TEM ARRENDADOS;cant¢n El Salto, municipio de San Antonio Los Ranchos, departamento de Chalatenango;San Antonio Los Ranchos
391022;EL CARRIZAL;14.179698;-88.893652;5253952;CAESS;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58444-A El Carrizal;Co-Ubicado;SBA;emplazamiento sitio TELEMOVIL el carrizal, departamento de chalatenango;El Carrizal
391023;LA REINA;14.192845;-89.145718;5250525;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES61453-A La Reina;Co-Ubicado;SBA;Suburvios de la reina, departamento de chalatenango;La Reina
391024;CONCEPCION QUEZALTEPEQUE;14.085066;-88.959662;5258932;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SV-UN-1087 Concepcion Quezaltepeque;Co-Ubicado;PHOENIX;El Divisadero, Suburvios del Barrio deSan Jose, Minicipio de Concepcion de Quezaltepeque;Concepcion Quezaltepeque
391025;EL PARAISO;14.105394;-89.060958;5258944;CAESS;;50;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;SV-CH-1066 El Paraiso;Co-Ubicado;PHOENIX;Carretera a Dulce Nombre de Maria, Canton Santa Cruz, Minicipio de el Paraiso;El Paraiso
391026;MIRAMUNDO;14.342275;-89.119399;2133067;CAESS;;70;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;MW;Miramundo;Arrendado;TEM ARRENDADOS;Cerro Miramundo al Nor-oeste de San Ignacio, jurisdicci¢n de La Palma, Depto de  Chalatenango.;La Palma
391027;SAN MIGUEL DE MERCEDES;14.005295;-88.944539;5266110;CAESS;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;San Miguel de Mercedes;Arrendado;TEM ARRENDADOS;Calle a Cerro El Zope, jurisdicci¢n de San Miguel de Mercedes.;San Miguel de Mercedes
391028;AZACUALPA;13.995895;-88.982387;5267198;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;TSVTF04363 AZACUALPA;Co-Ubicado;TORRECOM;Calle que conduce al Cant¢n Cuesta Marina, Azacualpa. ;Azacualpa
391029;EL COYOLITO;14.111916;-89.148711;5277140;CAESS;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;EL COYOLITO;Arrendado;TEM ARRENDADOS;Km. 52, La Aldeita, Tejutla;Tejutla
391030;METAYATE;14.100671;-89.213863;5336807;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58474-A Metayate;Co-Ubicado;SBA;CARRETERA A NUEVA CONCEPCION KM 59 FRENTE A DESVIO CANTON EL JUTE;Nueva Concepcion
391031;SACARE;14.275117;-89.146666;5644034;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SV-CH-1009 El Tunel;Co-Ubicado;PHOENIX;CALLE ANTIGUA A SAN JOSE SACARE, 300 mts. DE LA CARRETERA TRONCAL DEL NORTE.;La Palma
391032;LA PALMA 2;14.298209;-89.165149;5347731;CAESS;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;LA PALMA 2;Arrendado;TEM ARRENDADOS;CALLE PRINCIPAL O CALLE AL RIO, CANTON EL GRAMAL;La Palma
391034;EL NUCLEO 1 Y 2;14.052415;-88.996687;5644031;CAESS;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;SV-CH-1011 El Dorado;Co-Ubicado;PHOENIX;San Bartolo, casa Numero 2, Chalatenango;Chalatenango
391035;SANTA BARBARA;14.091359;-89.101163;5472445;CAESS;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;ES76734-A Santa Barbara Tigo;Co-Ubicado;SBA;Caserio Calle Nueva, Canton Santa Barbara, Km 58, El Paraiso, Chalatenango.;El Paraiso
391036;TILAPA;14.217079;-89.121635;5472713;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58556-A Tilapa;Co-Ubicado;SBA;Caserio Nueva Esperanza, canton Tilapa, Km. 69, La Reina Chalatenango.;La Reina
391037;AGUA CALIENTE 2;14.190545;-89.230897;5644291;CAESS;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SV-CH-1010 AGUA CALIENTE;Co-Ubicado;PHOENIX;Calle nueva el Cimarron, Barrio El Carmen, cerro Salitre, Agua Caliente, Chalatenango.;Agua Caliente
391038;AGUA CALIENTE CHALATENANGO;14.167226;-89.245204;5512090;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES63847-B Agua Caliente;Co-Ubicado;SBA;Denominado La Gloria u Obrajito, Jurisdicci¢n de Agua Caliente, Departamento de Chalatenango;Agua Caliente
391039;AMAYO;14.126871;-89.155843;5482584;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58724-A Amayo;Co-Ubicado;SBA;Finca Peter-John-Tonny al Ponientede la Carr. Troncal del Norte Km. 53.5Canton Aldeita, Tejutla, Chalatenango;Tejutla
391040;CANTON EL ZAPOTAL;14.116637;-88.856392;5510999;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES63855-B El Zapotal;Co-Ubicado;SBA;Cant¢n Los Planes, Jurisdicci¢n de Ojos de Agua, Departamento de Chalatenango;Ojos De Agua
391041;CHALATENANGO CENTRO;14.04295;-88.93508;5804346;CAESS;;18;;OUTDOOR;AZOTEA;PEQUE•O;2G/3G/4G;FO;412 Rooftop Chalatenango;Co-Ubicado;VIVA OUTDOOR;6 ave sur y  Calle San Miguel de Mercedes, Barrio San Antonio, Chalatenango;Chalatenango
391042;EL COYOLITO 2;14.075079;-89.141621;5482580;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;ES58309-A El Coyolito;Co-Ubicado;SBA;Lotificacion Las Tres Marias, Km 48, Lote 5, El Coyolito, Tejutla.;Tejutla
391044;OJOS DE AGUA;14.155102;-88.869997;5530167;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES68102-B OJOS DE AGUA;Co-Ubicado;SBA;Punto llamado El Ojo de Agua del Cerro, jurisdicci¢n de Ojo de Agua, Departamento de Chalatenango;Ojos de Agua
391045;POTONICO;13.969365;-88.895661;5512083;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES63848-B Potonico;Co-Ubicado;SBA;Situado en Plan del Tamarindo, Jurisdicci¢n de Potonico, Departamento de Chalatenango;Potonico
391046;SAN IGNACIO;14.350773;-89.184265;5482582;CAESS;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58692-A San Ignacio;Co-Ubicado;SBA;Costado Norte del pueblo de San Ignacio, Chalatenango;San ignacio
391047;EL TRIGALITO;14.240377;-89.019089;5235327;CAESS;;72;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;MW;EL TRIGALITO;Arrendado;TEM ARRENDADOS;Cerro El Trigalito, municipio de Dulce nombre de maria, chalatenago;Dulce Nombre de Maria
391048;ARCATAO;14.090787;-88.756864;5623225;CAESS;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES63857-B Arcatao;Co-Ubicado;SBA;Lugar denominado EL Chaparral, calle del cementerio, Municipio de Arcatao, Dpto.ˇ de Chalatenango, El Salvador;Arcatao
391049;CHALATENANGO DIGICEL;14.03473;-88.93763;5739362;CAESS;;33;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SV-CH-1000 Chalatenango;Co-Ubicado;PHOENIX;Colonia La Gramita, Chalatenango;Chalatenango
391101;SAN VICENTE;13.64093;-88.789828;212828201;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;FO;SAN VICENTE;Arrendado;TEM ARRENDADOS;lote 5B, Block F, Lotificaci¢n San Antonio, Barrio San Juan de Dios, Departamento de San Vicente;San Vicente
391102;CERRO GRANDE;13.671441;-88.821272;212882601;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;FO;ES60472-A Cerro Grande;Co-Ubicado;SBA;Cant¢n Santa Luc°a, Cerro grande,  Km 50, Carretera Panameriacana, jurisdicci¢n de San Cayetano Istepeque, Depto. de San Vicente.;San Cayetano Istepeque
391103;APASTEPEQUE;13.680372;-88.750251;212847601;DELSUR;;70;;OUTDOOR;AUTOSOPORTADA;MEDIANO;2G/3G/4G;FO;ES62498-A Apastepeque;Co-Ubicado;SBA;Km. 61, Carretera Panamericana a San Miguel, Cant¢n Agua Helada, Municipio de Santa Clara, Depto. de San Vicente. ;Santa Clara
391104;LA CEIBITA;13.634339;-88.673308;212914701;DELSUR;;72;;OUTDOOR;AUTOSOPORTADA;MEDIANO;2G/3G/4G;MW;LA CEIBITA;Arrendado;TEM ARRENDADOS;CALLE PANAMERICANA CANTON SAN FELIPE KM 71;Apastepeque
391105;SAN SEBASTIAN (SAN VICENTE);13.731687;-88.820059;508637801;DELSUR;;40;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;San Sebastian San Vicente;Arrendado;TEM ARRENDADOS;Cant¢n Santa Teresa, jurisdicci¢n de San Sebasti†n, Departamento de San Vicente;San Sebastian
391106;TEPETITAN;13.648032;-88.836247;510774501;DELSUR;;53;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;TSVTF10370 TEPETITAN;Co-Ubicado;TORRECOM;Barrio El Centro Calle a la Finca El Carmen, municipio de Tepetit†n, departamento de San Vicente;Tepetitan
391107;TECOLUCA;13.58517;-88.77433;510827102;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;SV-SV-1040 TECOLUCA 2;Co-Ubicado;PHOENIX;Carretera que conduce de San Vicente a Tecoluca, cant¢n dos quebradas, Santa Gertrudis, Tecoluca  ;San Vicente
391108;QUEBRADA SECA;13.608464;-88.658524;5277410;EEO;;42;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES62497-A Quebrada Seca;Co-Ubicado;SBA;Km 75 carretera panamericana, Canton Quebrada Seca, San Vicente;San Vicente
391109;TECOLUCA PUEBLO;13.535862;-88.779991;512450901;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;TES0993 Tecoluca 2;Co-Ubicado;TIGO;2¯ CALLE ORIENTE PASAQUINA BARRIO SAN JOSE, MUNICIPIO TECOLUCA;Tecoluca
391110;SAN ILDEFONSO;13.706914;-88.565344;5341086;CAESS;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SV-SV-1039 San Ildefonso;Co-Ubicado;PHOENIX;BARRIO SAN ANTONIO, MUNICIPIO DE SAN ILDEFONSO;San Ildefonso
391111;SANTO DOMINGO;13.72022;-88.85405;512564701;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;ES58570-A Santo Domingo (San Vicente);Co-Ubicado;SBA;CALLE AL REFUGIO, COLONIA EL CALVARIO;Santo Domingo
391112;APASTEPEQUE PUEBLO;13.66317;-88.78482;512632601;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;SV-SV-1005 Apastepeque;Co-Ubicado;PHOENIX;CARRETERA PANAMERICANA, KM 56, CALLE A APASTEPEQUE, CANTON LAS MINAS;Apastepeque
391113;SAN VICENTE 2;13.63614;-88.78071;514480101;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;ES61312-B San Vicente 2;Co-Ubicado;SBA;Barrio  San Francisco, Municipio San Vicente;San Vicente
391114;SANTA CLARA;13.676332;-88.726363;602683600;DELSUR;;50;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;SV-SV-1038 San Felipe;Co-Ubicado;PHOENIX;Cerro La Olla, Municipio de Santa Clara,a 4 kilometros de ruta Panamericana,San Vicente.;Apastepeque
391115;SAN ESTEBAN CATARINA;13.685608;-88.794435;515860201;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58456-A San Esteban Catarina;Co-Ubicado;SBA;Lotificaicon el porvenir, san esteban catrtina San Vicente;San Esteban Catarina
391116;SAN LORENZO SAN VICENTE;13.700788;-88.803847;515600101;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58463-A SAN LORENZO LA PAZ VOLCANO;Co-Ubicado;SBA;Barrio El Carmen, San Lorenzo, San Vicente.;San Lorenzo San Vicente
391117;SANTA CLARA 2;13.698689;-88.729218;5154386;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;TES0473 Santa Clara 2;Co-Ubicado;TIGO;Canton San Juan de Merinos, jurisdicci¢n de Apastepeque, Departamento de San Vicente;Apastepeque
391118;GUADALUPE;13.61217;-88.87753;515600201;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;ES58537-A Guadalupe;Co-Ubicado;SBA;Denominado las Puertas, Guadalupe, San Vicente;Guadalupe
391119;VERAPAZ;13.64078;-88.86823;515600001;DELSUR;;54;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;TES0335 VERAPAZ;Co-Ubicado;TIGO;Calle La Bomba y calle a San Pedro Agua Caliente, Bo. Las Mercedes, Verapaz, San Vicente;Verapaz
391120;APASTEPEQUE 2;13.67342;-88.77817;516628801;DELSUR;;40;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;ES58715-A Apastepeque Volcano;Co-Ubicado;SBA;Costado Poniente de la Colonia Angeles,Pasaje sin Nombre, Jurisdiccion deApastepeque, Departamento de San Vicente;Apastepeque
391121;DESVIO SAN FELIPE;13.653962;-88.690001;515893701;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;TES0532 Desvio San Felipe;Co-Ubicado;TIGO;Canton San Nicolas, Jurisdiccion de;Apastepeque
391122;SAN CARLOS LEMPA;13.37933;-88.75661;515875101;DELSUR;;72;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;TES0355 SAN CARLOS LEMPA;Co-Ubicado;TIGO;San Carlos Lempa, municipio de Tecoluca, San Vicente;Tecoluca
391123;SAN VICENTE 6;13.646962;-88.774298;515893501;DELSUR;;21;;OUTDOOR;MONOPOLO;PEQUE•O;2G/3G/4G;FO;ES58255-A San Vicente 6;Co-Ubicado;SBA;Final calle principal, Colonia Los Angeles No. 47, San Vicente.;San Vicente
391124;TECOLUCA 2;13.560665;-88.778242;516790801;DELSUR;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;ES63867-B Tecoluca 2;Co-Ubicado;SBA;Lote situado en el Cant¢n San Diego, Municipio y Departamento de San Vicente.;Tecoluca
391125;SAN VICENTE CENTRO;13.643907;-88.784435;602856400;DELSUR;;27;;OUTDOOR;MONOPOLO;PEQUE•O;2G/3G/4G;FO;TSVTF10082 San Vicente Centro;Co-Ubicado;TORRECOM;Barrio El centro, Calle 1o. de Julio 1823, numero 7, San Vicenter;San Vicente
391126;VERAPAZ 2;13.647116;-88.871515;Pendiente;0;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;3G/4G;FO;ES89251-B VERAPAZ NORTE;Co-Ubicado;SBA;Barrio El Calvario en la 7 calle oriente y 2 avenida norte de Verapaz, San Vicente;Verapaz
391127;ASENTAMIENTO FENADESAL SUR SAN VICENTE;13.647727;-88.793199;Pendiente;0;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;3G/4G;FO;SV-SV-1003 SAN VICENTE;Co-Ubicado;PHOENIX;Calle Principal, Lotif. San JosÇ, San Vicente. ;San Vicente
391128;SAN EMIGDIO 2 (SAN VICENTE);13.623937;-88.853615;Pendiente;0;;45;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;3G/4G;MW;ES69819-B San Francisco Agua Agria;Co-Ubicado;SBA;Denominado El Amate. Cant¢n San Francisco Agua Agria. jurisdicci¢n de Guadalupe. San Vicente;Guadalupe
391129;SAN CAYETANO ISTEPEQUE;13.652833;-88.811306;606806000;DELSUR;;48;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;3G/4G;FO;San Cayetano Istepeque;Co-Ubicado;TETRA;Barrio Istepeque, Villa de San Cayetano Istepeque, San Vicente;San Cayetano Istepeque
391130;CTE GUADALUPE;13.619138;-88.880428;Pendiente;0;;24;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;4G;FO;CTE GUADALUPE SV-02-1119-95;Co-Ubicado;Sites;Avenida Salvador Platero y 2¯ Calle Oriente, municipio de Guadalupe;Guadalupe
391131;SAN ESTEBAN CATARINA CLARO;13.686985;-88.783811;Pendiente;0;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;3G/4G;FO;SAN ESTEBAN CATARINA SV-02-0217-06;Co-Ubicado;Sites;Terreno rustico situado en los suburbios del Barrio Concepci¢n de la Vlla de San Esteban Catarina;San Esteban Catarina
391132;SAN VICENTE 2 PHOENIX;13.636798;-88.774567;Pendiente;0;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;3G/4G;FO;San Vicente 2 SV-SV-1006;Co-Ubicado;PHOENIX;Hacienda y Colonia Primavera, Cant¢n Dos Quebradas, Calle Principal # 1, San Vicente ;San Vicente
391133;VERAPAZ CLARO;13.624567;-88.864281;Pendiente;0;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;4G;FO;VERAPAZ SV-02-0178-04;Co-Ubicado;Sites;"Terreno rustico ubicado en lugar denominado ""La Loma"", Cant¢n San Emigdio";Guadalupe
391201;USULUTAN;13.35098;-88.43924;4036950;DEUSEM;;20;;OUTDOOR;AUTOSOPORTADA;GRAN;3G;FO;USULUTAN;Arrendado;TEM ARRENDADOS;Ave. Guandique, Casa 66 B Barrio La Parroquia, Usulutan.;Usulutan
391202;PUERTO EL TRIUNFO;13.278058;-88.548756;4037659;DEUSEM;;51;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;MW;TSVTF11296 PUERTO EL TRIUNFO;Co-Ubicado;TORRECOM;Lote 15 y 16, Pol°gono 21, Pasaje A, Lotificaci¢n El Triunfo,jurisdicci¢n de Puerto El triunfo, Depto. de Usulut†n.;Puerto El Triunfo
391203;LA CONCORDIA;13.330897;-88.533624;4037375;DEUSEM;;60;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;FO;La Concordia;Arrendado;TEM ARRENDADOS;Km 108, Carretera El Litoral San Salvador-Usulut†n, Canton San Jose, ex-hacienda El Tercio. Jiquilisco, Depto. de Usulutan.;Jiquilisco
391204;MERCEDES UMANA;13.567621;-88.492972;3139848;EEO;;70;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;FO;MERCEDES UMA•A;Arrendado;TEM ARRENDADOS;Km. 100.5 Carretera Panamericana y Calle a Mercedes Uma§a, Barrio Concepci¢n, Mercedes Uma§a, Depto. de Usulut†n.;Mercedes Uma§a
391205;SANTIAGO DE MARIA;13.48628;-88.47136;3140800;EEO;;60;;OUTDOOR;AUTOSOPORTADA;MEDIANO;2G/3G/4G;MW;ES61455-A Santiago de Maria;Co-Ubicado;SBA;Lote numero 16 Pol°gono D, Lotific. Santa Clara de Asis, Barrio Concepci¢n, Santiago de Mar°a, Depto de Usulut†n.;Santiago de Maria
391206;SAN SIMON;13.583876;-88.579746;3140036;EEO;;70;;OUTDOOR;AUTOSOPORTADA;GRAN;2G/3G/4G;MW;ES61456-A San Simon;Co-Ubicado;SBA;KM 91.3 carretera panamerica cton. San jose mercedes uma§a, usulutan;Mercedes Uma§a
391207;USULUTAN II;13.34108;-88.4345;5171399;DEUSEM;;60;;OUTDOOR;AUTOSOPORTADA;PEQUE•O;2G/3G/4G;FO;TSVTF11374 USULUTAN II;Co-Ubicado;TORRECOM;Colonia Los Santos primer pasaje, casa n£mero 21 frente a Colonia Rodr°guez, Usulutan;Usulutan 
